contents,star,agree,date
Hard work......but worth every sweaty second. I am only 3 days in to the intermediate program and I feel better already. Looking forward to seeing what I can do over the next 5 weeks 🤪,5,0,2020-07-25 16:01:58
Great app! I used the 6 week free trial. over the covid period. I unsubscribed the same day I subscribed. But it was killer. Those monkey climbers 😳,5,0,2020-05-16 13:40:00
"Been doing the 6 week challenge. Going at my pace, but pushing myself, I've got stronger and fitter. I can even see my obliques coming through. Great",5,1,2020-05-11 11:14:08
"Absolutely love my Centr app. The different types of exercises and programmes are fab, plus a daily food planner. Much cheaper than I was paying for the gym.",5,0,2021-03-05 19:02:03
"Really like it so far, the only thing that comes to mind to improve the app is to provide an estimate how many calories each workout burns",5,0,2020-06-11 17:39:23
Best workout app so far. Set your desired outcome and diet requirements and it will give you the plan. The recipes are awesome!!!,5,2,2020-04-25 23:44:41
"Really good content, lots of recipes and workouts for every mood! Would highly recommend.",5,0,2020-05-26 11:43:52
"Really enjoying the app. Taking on boars nutrition advice (loving thw smoothie recipes!) and doing a 6 week programme. 3 days done, wish me luck!",5,0,2021-02-22 18:57:49
Great app would appreciate some ability to personalize. Ie. Saving some favorites wether it be workouts or meals.,4,0,2020-05-18 21:01:34
Awesome app has helped me maintain a reutine in working out meditation only thing I wish you could do is download videos on the app so you can use them while offline but still amazing app thanks to the team at centr,5,0,2020-11-03 17:27:25
I've been using centr for a very short period of time and I'm already seeing results. It's an overall great way to improve your body no matter what your goal is.,5,1,2020-04-07 03:24:07
Getting me though quarantine one workout at a time. Slowly building on techniques and learning how strong my body really is.,5,0,2020-05-28 16:18:34
This is a great workout for all levels. The coaches are motivating and the workouts are fun.,5,0,2021-05-12 15:14:52
"Great workouts, quick and tasty recipes that even the kids eat. I love I don't have to think about what's for dinner anymore.",5,0,2021-08-18 08:41:05
"Great workouts, lots of variety and easy to do at home or at the gym with as little or as much equipment as you have.",5,2,2022-01-05 19:22:03
Great app I just wish you could share your work outs with at least one other person or something of the sorts doing it together.I love the programs and extra stuff though ❤️.,4,0,2021-03-02 21:56:34
Really great app. Lots of routines and exercises and the trainers all come across as dead sound!,5,0,2020-06-15 12:00:26
Love this app 👌😁 has definitely helped me get my fitness motivation back. I am looking forward to seeing the results 😊 highly recommend 👍,5,1,2020-04-10 10:50:00
"It has a great range of trainers, all good at what they do, along with excellent meals that taste good.",5,0,2020-05-14 00:55:12
"It sounds like a good app but I am 14 and I don't have a way to pay since my parents don't want to. But, I have been using an app called home workouts and I have gotten some really good progress and I'm only 14. If I didn't have to pay money every month I would be using this app every day.",2,2,2020-01-03 23:40:19
Looks good. 7 day trial only though. You should look at a monthly subscription. Yearly too much in 1 go.,3,2,2020-12-25 21:52:09
I've lost over 20lbs doing these workouts. The different levels made it easy for me to get started and stay with it. 👍👍,5,0,2020-05-28 20:52:18
Great variety of workouts lead by experienced trainers that keep things fun. I love it!,5,0,2021-02-23 02:49:22
"a lot of great content, challenging workouts, and really thorough meal plan.. great for people just starting out and those experienced who are tired of lving life AT the gym",5,1,2020-07-29 20:27:08
Excelent workout programs. It really hits you hard and the recipes are delicious. 4 weeks in and my body is night and day,5,0,2022-12-06 22:31:06
Superb value. The centr app has everything you need to make progress on your health goals. Nearly unmatched for the price.,5,0,2021-01-06 04:41:25
"Been exceptionally enthused nu the meal variety, meal planning, the variety of workouts. Overall feel like i am getting wait I paid for.",5,0,2022-08-22 06:47:01
"Be 'mindful' of their subscription terms they will charge you for a full year if you forget to cancel, cost me $120, they will refuse any refund and give you a robotic response, very poor service.",1,13,2021-02-14 10:31:48
"Loving the workouts and the food! Only been 2 weeks but can definitely feel a difference! 2kgs down, and more to get through!",5,0,2021-03-05 05:35:15
Amazing.! Workouts are great and helpful. Food is super good. And I appreciate that I can do so many programs from home.,5,0,2022-02-28 13:53:38
Fantastic program! It's well thought out and thorough. Thank you for making it easy to focus on simply doing the work.,5,1,2022-06-21 21:43:07
"Great app, lots of workouts, recipes, mindfulness practices. Pretty much exactly what I was looking for",5,1,2020-01-30 15:14:15
My wife made me do it.... I have to say this is a great fittness program and the food has been amazing. I am slowly starting the fitness program but have enjoyed the food for 3mths Thanks to the Centr Team and my wife for changing my future health.,5,0,2021-04-22 01:34:05
I love the variety of exercises boxing mma yoga pilates ill never get bored as for the 6 week programmes they keep you in it. You also have meditation and diet included its not an exercise app but a lifestyle app,5,0,2020-09-04 14:38:06
This is a game changing app! It has helped my Fiance and I stick to the 6 week program and can't wait for this next round!,5,0,2020-05-21 01:24:50
Terrible app half the time it doesn't load when you try to get a refund for this defective app you can't. Don't download and definitely don't pay for this IT IS A SCAM,1,2,2022-10-31 18:45:40
App is great! Lots to programs depending on your goals and plenty of useful recipes to make a strong plan.,5,0,2023-03-19 22:28:04
Only reason I am giving 2 stars is to get attention... I love the app.. but cannot add programs to my planner. That is a feature I would like to request..,2,3,2020-12-14 03:49:20
Deceptive advertising. It says you get a 7 day free trial but it immediately pushes you into choosing which paid plan you want to use.,1,11,2020-01-21 22:43:25
Love motivating variety experienced knowledgeable trainers great price 👍 👌,5,1,2023-07-02 01:28:49
"Love this app and what Centr offers. When it comes to working out, I like to be told what to do. If left to figure it out on my own, my busy life and laziness won't allow me to progress. Thats why Centr is exactly what I need. It tells me what exercises to do every. single. day. It also tells me what to eat for B/L/D and even snacks and post workout snacks.",5,5,2020-07-15 21:38:40
Really great exercises. A lot of different types for everybody. Updates regularly.,5,0,2022-05-20 03:15:26
Great experience! Fast results! I chose the vegan meal plan for building muscle! I can't recommend this holistic fitness/wellness app more!,5,0,2020-07-06 23:19:32
This app is amazing and very helpful to do workout at home. I also really love the meditation and recipes!,5,0,2023-01-13 02:43:44
"So much love for this program. The focus on the mental game, physical game and nutrition game makes each day a well rounded workout.",5,1,2020-04-08 01:47:45
"Great app, great program, great trainers! I just don't use the app enough as I am just starting out at home.",5,0,2021-02-03 11:58:48
Great workouts. Great meal plan ideas with easy to customize options. Meditation helps too.,5,0,2022-10-10 02:34:36
"Great app when it works. Recently it hasn't been working often showing an error ""we dropped a dumbell""",4,0,2023-03-21 01:34:10
The app is great. You should add the option to cast audio meditations. Currently it isn't possible.,4,12,2023-03-19 12:13:33
"Love this app! Perfect to adapt to your preferences. Tasty vegan meals. Best value for money, it's priceless!",5,1,2021-09-28 02:11:48
"Great app, loving their 6 week program. A little expensive in comparison to competition. Still paid for it.",5,0,2020-05-25 16:53:26
"My first week in and it has been fantastic. Easy to follow program, like the video sessions. Thank you",5,0,2021-04-16 21:38:28
Amazing! Helps keep me accountable and the wide variety of programs has something for everyone! Love it!,5,0,2021-02-20 02:16:58
"Great app, lost weight just as I was hoping. Will use the years subscription up losing more. Thanks Chris and the team",5,0,2020-08-15 04:08:52
Absolutely love this app. Its taken my training to the next level.. I never used to meditate but I've started using that regularly too.,5,0,2022-01-25 21:24:03
"Best home gym substitute I've ever seen. I don't even write reviews. I love the gym and this still kicked my ass effeciantly. Pricey for an app, maybe, but not compared to a gym membership.",5,0,2020-05-17 09:18:27
"I've been using Centr for years and it's been simply amazing. I'm lighter, leaner, stronger, healthier, and happier. It's a dynamic, holistic, and fun way to get and stay healthy.",5,47,2022-11-16 03:28:00
This is an excellent app for all levels. I started off with a beginner and did not imagine to go this far. I am loving it 😍,5,0,2020-06-30 12:47:57
I am trying to gain muscle mass and need help doing it and I'm sad that you only get a 7 day free trial because I don't have the money to support this because I'm 16. This app seems very helpful I would just love it if it was free.,2,1,2020-01-08 15:03:12
"Very impressed, certainly the best app I've use wonderful meals, well thought out and all workouts are easy to follow love it!!",5,0,2022-07-15 02:12:53
"No customer support, I subscribed, cancelled for next year, but paid full for this year, and can not log in any more, password recovery does not work.",1,0,2023-01-03 17:11:28
Fantastic app - can't rate it enough. The centr unleashed programme is great for lunchtimes. I'm on week 4 and feel so much stronger.,5,0,2020-06-08 12:12:23
I like that they show all the difficulties in each video so you can pick which is the one you need for each exercise,5,0,2020-04-20 14:38:30
Best decision I made 🙌 Really enjoy the variety of workouts and trainers. The meditations are so good (I want more!),5,0,2020-12-10 15:01:16
"Great app - one that covers areas of exercise, diet and wellbeing. Stuck at it for 4 months now!",5,0,2020-04-17 10:01:58
"Easy to use and this app has a lot to offer. Meals, workouts meditation different elements",5,1,2020-04-21 16:05:21
I've really loved it. Great workouts and meals. LOVE the meditations. Happy with my purchase. 😁,5,0,2020-06-02 22:49:15
"Variety of exercises, meals and meditation. Great workout app thata keeping me motivated while in iso.",5,1,2020-05-14 23:26:56
"I love it, great way to do meditation, diets, and exercise. I love how simple and effective the app is.",5,0,2021-05-22 23:16:18
Great easy to follow. The trainers are great. You can modify the workouts where you need to for injuries,5,0,2020-05-23 05:35:23
Amazing! Really helps take the guesswork out of eating and exercising. Love the meditation also.,5,1,2021-02-02 02:49:39
"Great workout app. Easy to follow videos, with a variety of fun workouts.",5,0,2020-12-02 18:11:08
"Love the app, great workouts, loads of awesome recipes, like a personal trainer in your pocket, can't beat it!",5,0,2020-01-26 05:17:50
Good workouts. Easy to follow. Many options for different levels of fitness 😊,4,0,2020-06-05 06:34:47
Great workouts that have sustained me during lockdowns but recipes need simplification in terms of ingredients list and method.,4,0,2021-03-03 19:04:31
This app has everything. I've loved using it when I'm not being too lazy. The meditation for the kids is brilliant,5,0,2020-04-25 09:17:13
Amazing workout experience. Different exercises everyday. Body cant get adjusted for new routines. It will just melt body fat. 👌👌👌,5,0,2020-12-12 03:56:00
I'm learning a lot! The coaches are all great! This app just has so much helpful information!,5,0,2023-08-17 03:00:01
"Hello, As I see it's a great app and I still haven't started yet... But my question is.. does this app include calisthenics workouts or its only a body building program?? As someone who wanna build a body with calisthenics, can this app be the best for me? Thank you so much.......",5,0,2022-05-12 14:09:11
Love it. Never get bored. Love the trainers' energy. Thoroughly enjoy the program's.,5,0,2023-07-08 20:50:37
Cant even create an account to login. Yet another app that was advertised and rushed to completion that doesnt work.,1,3,2020-01-05 01:13:28
The best fitness app there is. Totally worth it. I packed some serious muscle in just 3 short months.,5,0,2020-11-13 18:46:35
"App is good, but went to cancel the subscription and it charged me for the entire year all at once despite it stating 10$ a month when you sign up.",3,3,2021-06-22 17:38:18
"Overall, good time! Enjoy that this app offers most of everything, if not everything you'd want in a workout!",5,0,2022-05-07 01:42:29
"Great fitness app. Not just workouts (which are great) but also yoga, tons of recipes, meditation and relaxation. Do not regret purchasing.",5,1,2021-10-07 11:27:22
"So many options for training, food, mindfulness. Amazing value and great coaches! Highly recommend.",5,0,2023-01-25 23:44:36
"Bad suprise, 5 GB data drained in over a week from watching the videos only. You could cache some at least when seen most of them once.",4,0,2020-01-10 18:05:15
"Love the trainers, the workouts, the healthy recipes and the meditations. So much in this app and at such a great value!!",5,1,2020-04-20 08:29:19
"Top quality workouts by a top team. Well thought out programmes with motivating trainers. Love it!!! Especially Luke, Joy and Tahl, my absolute go-to's.",5,3,2021-05-20 13:14:00
This app has no business being so expensive and doesnt have programs that even sound interesting and it doesnt work with any fitness gadgets such as watch,1,1,2022-06-07 08:30:48
"Great app, has improved my fitness by some margin but I do also add in my own work outs to the routines it provides.",5,0,2022-01-21 00:26:05
Lets me customize my work out and meal plan. The shopping list makes it easy to know exactly what I need for my meals.,5,2,2020-12-17 13:52:36
"Downloaded last week on pixel 3a. Tried 3 times to create account, just keeps ""dropping dumbells"". Ill try a reinstall and update if anything changes",1,1,2020-12-01 15:42:17
"I installed app, but shortly understood that it doesn't fit for me, so I decided to cancel subscription, but I didn't found how to do this via app, link in FAQ crash program!!!",1,5,2019-12-28 11:44:27
The app works for me and my life style. It's got me moving again. Have to start somewhere right. App is easy to use and navigate.,5,0,2022-05-14 23:40:40
Great bodyweight workouts you can do anywhere. Valuable nutrition information and recipes. Definitely give it a try to change up a stale gym routine,5,0,2021-02-28 17:52:05
Best workout app I've ever used. Been through a lot of programs and have never stuck to any until now.,5,0,2020-05-13 07:41:12
Really good variety of workouts. Some of the boxing and MMA workouts are a bit hard to follow.,4,0,2020-05-26 21:20:07
Fantastic workouts.. fantastic meal plans a d even throw in short daily meditations! Cannot rate this app highly enough for both physical and mental health,5,0,2020-12-20 16:30:40
I really love the Centr app. This app has made a positive difference in my families everyday life. I really love the planner feature.,5,0,2020-07-24 18:48:22
Love it. It is what I was looking for in an at home work out app. Has great variety in work outs and loads of recipies.,5,0,2023-01-04 03:18:31
"Great app and program! This is a lifestyle as much as a workout, if you choose to embrace it. Well worth the time and money.",5,0,2020-12-31 16:14:18
It's the best exercise app you could wish for! Love the meal recipes! Love the meditations! Love the community! Love the instructors!,5,0,2020-06-06 17:19:53
"I love the yoga and pilates programs, also enjoy the recipe suggestions. Really good app which rarely has any problems.",5,0,2022-04-27 20:22:58
I'm writing this review just because Chris Hemsworth is awesome. Anyway I heard this app was free but maybe that was wrong? I figured I'd try it free and see if I liked it. I also heard it charges you even if you cancel before the trial ends.,5,0,2020-03-27 00:33:20
Ive been working out for close to a decade and this is by far the best app ive used!!! Absolutely worth the full year subscribe!!!!,5,0,2021-01-02 10:04:55
Love this app. Well worth the money and well designed. I'm seeing results in a healthy manner and developing muscle,5,0,2021-03-15 11:19:24
"Very well thought out App and so easy to use. Great content and such a great, diverse program.",5,4,2019-12-18 10:12:39
"On the contract say 10 dollars a month for 1 year cancel any time, after I pay for the whole year anyway is not good that is why I'm still scared getting stuff in internet",1,2,2020-02-20 14:44:13
"Finally the android app is here!!! Actually the most energizing fun workout app i have ever downloaded and I love the intergration of the fb community, so motivating.",5,0,2020-02-14 12:38:11
"Unreal amount of workouts and variety, never be bored doing same exercises, well explained and great variety of foods also, 3 weeks in feeling solid, great app",5,1,2020-09-01 18:26:46
Life Changer! Love it! I've got a one year old who joins me for my crunches to add some resistance training and the meals are awesome!,5,1,2020-12-04 02:21:32
"Brilliant variety across the whole app with regards to meals, workouts and meditatians, a very good holistic approach to fitness and well-being",5,0,2021-01-09 06:36:45
Great app!! Well done! I really enjoy the planner section to keep my food on track. The bodyweight program unleashed really kicks your butt!!,5,0,2021-08-05 01:40:15
This is a very well thought out app. There are so many programs and the meal planning options are fantastic.,5,0,2020-06-20 10:54:59
Best workout program possible. Ever level of ability is covered along with everyday life advice and help.,5,0,2021-02-21 17:23:11
Enjoying all the programs. Would be good to have a feature where you could see which sessions you've already done,4,0,2022-09-08 02:26:13
"Love all the coaches, recipes and helpful life advice! Its everything you need to lead a healthy life.",5,0,2020-07-08 08:27:14
Amazing application! Keeps the guessing out of working out and staying healthy! Highly recommend to anyone at any level!,5,0,2020-09-08 18:42:14
"Great workouts with motivational teachers. Well designed planner with the exercises, mental health features and recipes.",5,0,2020-10-18 06:42:56
"Love, love, love the app! Amazing team working behind it to make it better and frequently add new content.",5,0,2020-06-18 02:58:46
"Loved it! Lots of options, something for everyone!",5,0,2023-08-12 18:03:56
App has been unavailable for 3 weeks intermittently,1,7,2023-08-26 20:27:55
A life changing workout program! Can't say enough about it,5,0,2023-07-24 22:22:23
The app keeps making me sign in and won't let me do my workout,1,4,2023-08-23 23:12:09
I love the app. Recently will log me out right after login.. How do I get help??,3,1,2023-08-12 16:04:44
Stopped working for all my devices 😩,3,1,2023-08-26 00:31:07
Repair the log in issue,1,2,2023-08-13 08:00:22
"Great work out app, the workouts are explained very well, lots of diffrent trainers and exercises.",5,1,2020-04-03 02:30:09
"This is a wonderful 3-in-1 experience. The fitness, nutrition, and meditations in this app are of the highest quality.",5,0,2021-01-04 14:57:08
One of the best Apps iv used. The ease of use and the material is fantastic and would definitely recommend to anyone..,5,2,2020-03-10 02:44:28
"THE most anticipated app of 2019 does not disappoint! Love all the workouts, learnt that I CAN meditate and I can give up chocolate and still have recipes for delicious treats that mean I don't even look twice at a Caramello Koala! This app takes a REAL and holistic approach to health, fitness and wellbeing. Follow the customised planner providing workouts, meal plan recipes, daily meditations and tips. Or go freestyle select your favourite trainers and foods. Thanks Centr, you da real #legend!",4,0,2020-02-14 11:58:17
I like this app and the trainers .It has helped me to be on track and slowly but steadily reach my goal of being fit and healthy.,4,0,2020-07-05 00:57:59
Best app I've ever seen. Tackles every aspect of healthy living and makes it easy and foolproof. Could not ask for more!! Thank you Centr,5,0,2020-11-14 18:50:04
"Amazing!! I love this app. So many different workouts to choose from, and great meal options.",5,1,2020-04-27 00:44:51
Worst experience with an app or customer service I've had,1,2,2023-08-28 17:58:16
"Absolutely love these. I am currently doing the intermediate power routine, and I can squeeze it in before I start my day, and still make it to work on time.",5,1,2021-07-06 10:26:46
Loving this app...easy to follow tutorials and I really feel like I've worked out afterwards. Definitely recommend it.,5,0,2022-12-15 20:28:08
"Phenomenal, all-in-one app! Exercise, recipes, meditation (even for kids)... this is the total package.",5,0,2022-07-16 14:43:53
Great holistic approach to fitness & wellbeing. Great motivation and support with real people! We become a family.,5,0,2021-06-09 22:06:01
Very motivating and the choice of various exercises really help a beginner out.,5,0,2021-05-02 07:08:51
I love it!!! It has helped me so much on my health journey. The programs are great and I love trying the recipes they have on here as well.,5,0,2022-10-20 00:51:45
"Great app, fun workouts and amazing recipes. Such good value with so much variety to offer. I love this app.",5,0,2021-01-26 22:26:40
"Excellent programs and food. Easily the best, most affordable option. Nice job guys.",5,0,2022-07-12 20:22:18
"Great app...very well planned, encouraging and super positive. It has very good coached workouts and fantastic recipes!",5,0,2021-08-16 08:25:43
"I'm loving this app,the HIIT workouts are amazing and the coaching is great too and as a bonus the meditation program is the cherry on top",5,0,2022-06-08 15:40:50
"I have loved Centr. The workouts are amazing, the coaches are inspiring, the food is good and pretty easy to make and the meditation is the cherry on top of an amazing sweaty work your heart out cake. ❤",5,0,2020-06-13 13:50:13
Easy to use. Great overall fitness and health app. Looks at both mind and body.,5,0,2020-06-08 01:07:51
"Easy to make recipes, good workouts that make me feel like I've accomplished something. Great app!!!",5,1,2020-04-26 14:59:09
"Exactly what I was after. Motivation, Easy at home workouts, Inspirational. Highly recommend to anyone.",5,0,2020-04-18 00:16:04
Fantastic workouts and lots of options in the meal plan! A real gamechanger if you're looking to improve your health!,5,1,2022-11-29 14:33:41
"Great workouts, coaches, recipes and planners in an easy to navigate and squeeze into your day format.",5,0,2021-04-04 06:56:09
"So easy to personalize. Love the recipes, workouts and meditation all in one spot!",5,0,2022-08-20 14:38:27
"Great app for nutrition and a wealth of workouts, perfect for someone like me who knows better but has trouble adhering q schedules 😅 the centr 6 and u leashed program's are amazing 👏",5,0,2020-08-10 15:42:45
"Love this app, it's not only kept me active during mulitiple lockdowns but has motivated me, provided nutritious recipes but most of all helped to keep me sane",5,0,2021-07-22 01:40:24
"Comprehensive app with meals, workouts and meditation-like exercises, motivating to get healthy at home!",5,1,2020-06-20 00:06:08
"Excellent app,the only thing I can fit in to my program and can choose from different types of exercise and trainers",5,0,2023-02-27 17:21:17
"Money taken after free trial, no customer service when requesting a refund. Have to cancel bank card as they can take the money every month if they want to as they have bank details. Avoid",1,2,2020-08-08 08:55:39
Such great work outs! Have been gyming since I was 16 and this is by far the best thing I've found for giving you catered workouts.,5,0,2021-03-16 02:10:25
Lots of programs so much info. Would like to see better data tracking within the programs.,5,1,2021-12-28 16:11:57
"Great app! I strongly recommend it, but I never got my free month as advertised during the quarantine.",4,1,2020-05-05 00:04:54
"Great coaching . Really good variety. Can get a little heavy on hip flexors, be aware and have fun",4,0,2020-05-28 16:12:29
"Exactly what I needed. Challenging, inspires discipline, and keeps it fresh. Highly recommend.",5,0,2021-02-21 23:14:14
"One thing I've learnt from the Hemsworth family.. they are legit and loving, and this investment for them reflects that. Centr is a great place to start at home exercise, where you hate going to the gym and don't have any exercise equipment at home or even if you can't afford clothes or shoes.. Was only 120 bucks for a year's subscribion when I was writing this review.",5,2,2020-11-12 21:34:24
"I love this app! It has been life changing nit only for workouts, stress, but also meal prep. Highly reccomend.",5,0,2022-11-21 19:59:44
Great app and program all the way around. Multiple choices and styles of workouts for whatever you goals are,5,0,2022-09-06 16:45:45
"More than satisfied! From the workouts to the meal prep, this app will take you to the designated goal in your fitness journey! Just keep it up 💪🏼☺️💪🏼",5,0,2021-01-13 16:42:30
Absolutely amazing. Meal plan itself is worth the price. Saves me so much time. Workouts are incredible too,5,1,2022-10-25 10:56:04
Love the work outs. They are clear and easy to follow and I can see how I am progressing over each session.,5,0,2021-03-04 18:24:59
"Great app no bugs!! workouts are very well engineered, awesome nutrition info and meal plans, loving the app.",5,1,2021-12-07 20:59:44
"Great programs, quick loading, clean layout. I love everything about this app.",5,0,2020-04-01 03:16:30
Love it! I've stayed more on track with this app than any attempt at exercising. The app plus the Facebook group really help.,5,2,2021-09-19 22:55:33
Great work puts and recipes. Would however be great if you could download the workout to use when you're off line,4,0,2022-02-17 10:55:11
I like that it includes meal plans and meditation (calming) techniques. The instructors are great!,5,0,2020-07-04 03:19:41
"Really enjoying it, did the 6 week program and loved it, felt miles better after. Looking forward to the next program",5,1,2020-05-09 14:50:01
"Oof. Free trial, only if you commit to a subsciption. Had to install to find that out. I'm sure it's great, but I'll never know. Uninstalling.",3,1,2023-03-13 19:43:10
I love the versatility of the different exercises that gives the opportunity to build muscles that you never thought you had lol,5,1,2020-05-06 20:48:46
"I really like that there are workouts for all levels. Some days I want strip cardio, other days I want to burn out on weights and still others I feel more like doing pilates or yoga. No matter what I want to do, there are available workouts.",5,1,2021-01-19 17:27:19
"Honestly can't get enough of this app. Fantastic workouts, healthy and delicious recipes. Brilliant facebook group community too!",5,0,2021-01-19 07:27:34
"Great app, awesome workouts and meal plans. Just crashes quite often when doing the self-guided workouts",4,1,2020-04-23 08:08:30
"Good mix of workouts and programmes, meditations and articles, meal plans and recipes! Really appreciate how much this app is offering!",5,0,2020-05-26 08:54:44
"I was working great and I love the app but now all it says ""sorry, we dropped a dumbbell , try again shortly"" I've been wondering what's going.",4,1,2020-04-11 09:12:49
The whole app is super awesome. Workouts and recipes all included in a low price,5,0,2023-04-19 12:18:06
"Crass attempt to cash in on Hemsworths name. You won't get anything more out of this app than you will from the dozens of free/nearly free apps out there, but you're gonna pay a whole lot more...",1,0,2021-12-21 14:43:19
"Would be great to combine multiple goals, ie muscle growth and lose weight, other than that, love it.",4,1,2020-04-08 04:11:55
"I'm doing the 6 week intro program. Really enjoying it, tough but only 20-30 mins a day. Worth it!",4,1,2020-04-10 11:58:25
It's been great and nice not to have to plan my own workouts. I wish there was a little more variety in the workouts. Solid 4 stars,4,0,2022-06-30 19:28:16
I love this app. The workouts and meal plans are wonderful and the app is clear and easy to use!,5,1,2020-05-14 15:27:08
Great app for people who aren't sure how to start in the gym or at home. Great shopping list feature for meals chosen.,5,1,2022-09-13 11:09:16
Awesome workout choices for different levels and simple but delicious healthy meal recipes!,5,1,2021-11-11 03:06:22
Love love love this app. The food is amazing and I don't cook lol.. really enjoy the workouts and the app is so easy to use,5,0,2020-07-23 09:37:02
I like it so far! Everything works well and I particularly like the recipes. It's a really nice app overall!,5,1,2020-04-19 05:29:26
Best user friendly and full body workout app that I have ever experienced. And I have been weight lifting since 1997.,5,1,2020-08-14 18:58:29
Great app! Highly recommend it. But could have a lot more exercises not requiring ANY equipment.,4,0,2020-05-23 20:08:38
"Great workouts, guide and self guided, great 6 week programs. Includes meal plans, auto shopping lists, and all the recipes!!!",5,0,2020-04-13 17:39:01
It's a user friendly app and people with all sorts of goals can come here to achieve them. The app is really worth the 💰,5,0,2020-05-18 10:40:04
"Brilliant. I struggle with my eating but this app, for he first time, has me feeling like fitness can be manageable.",5,0,2020-05-26 20:57:23
"Love this app, the value, the instruction, & how accessible it is to get challenging workouts without any equipment.",5,0,2021-08-19 15:02:52
So easy to do a range of workouts at home espec if you have some home equipment. Wife and I both use regularly.,5,0,2021-10-18 22:08:01
"Loving Centr! Has everything i.was missing from the gym plus more. Great variety of workouts , great Coaches, nutrition and wellbeing.",5,0,2020-04-22 00:16:53
The app is amazing. Loving the coaches and the different exercise styles.,5,0,2021-11-17 15:21:13
"Centr is great for daily meals, workouts, and mental health. Keeping me feeling better every day.",5,0,2020-12-16 17:40:56
I'm really enjoying this wonderful app and I would happy to recommend this to anyone who wants to change their workouts to next level.,5,0,2021-12-08 12:12:31
"The platform itself has many options to those from, and the app is super useful and easy to use.",5,2,2020-11-04 15:21:06
By far one of the best workout apps you can do at home or at the gym. I just started using it earlier this and since our gyms are now closed I still get it!,5,1,2020-04-08 14:42:39
"Filter setting, I want to search dumbbells exercises only. How should I do it? I ticked the dumbbells box, but it shows all the exercises including the dumbbells.",3,0,2021-01-06 02:45:44
Centr has changed the way I exercise. I love the app. It's simple to use and easy to navigate.,5,0,2023-05-02 20:07:43
"Love the ability to log your weight, just wish I could type the numbers rather having to scroll through the wheel.",4,1,2021-10-02 16:46:24
This is an easy to use app with great workouts. If you struggle to stay consistent by yourself like I do I highly recommend Centr!,5,0,2022-07-26 17:36:13
Great app- easy to use with so many options. Kids also using sleep visualisation. Would really recommend.,5,0,2021-01-18 11:25:04
Dont risk the trial. You will be charged even if you cancel on time. Routines are good but the App doesn't work all the time.,1,12,2020-07-18 10:43:20
I thought that I had done everything necessary to cancel but I just got charged for a whole new year. I may have to cancel my credit card to ensure this doesn't happen again next year. 🤬,1,1,2022-12-04 18:30:13
"Started great! Two days in, app shut down. Currently app has stopped loading at all. What's going on?",1,0,2022-12-13 03:33:30
Great workout variations! Makes you sweat and hits all muscles in different workouts. Come with diets to following. I'm enjoying it,5,0,2022-05-10 00:49:32
"It perfect, one stop shop. Oh but a store to buy gym/workout equipment would be amazing, icing on the cake.",5,0,2021-08-05 08:38:50
Amazing app. Really pushes me to get on it espcially with lockdown and very little gym equipment. Would highly recommend 👌🏽,5,0,2020-07-10 17:48:42
"Really good app, variety of programs to follow, easy meals.... just perfect.",5,0,2021-02-25 13:46:44
I have never work out in the gym. But I decided to give the app a try with a year subscription. It is easy to use and follow. A must buy if you want to exercise but don't know where to start.,5,6,2022-03-01 02:50:00
"Love it - very easy to use, great options to filter and motivational/inspiring trainers",5,0,2021-08-15 21:51:43
"I needed something to come back post my second baby which is quick , variety and can see results.. great price for 1 year subscription",5,0,2022-10-17 05:00:32
This workout program has been great! I lost 14lbs in two weeks of workout on the beginner level at home with no weights!,5,0,2021-09-01 01:43:08
"My reviews still holds, and it is anwesome community of people. This app have so many different types and levels of workouts that anyone can do them. The training do a great job of demonstrating the moves. I have been having a slow recovery from hip surgery last year with hardly any strength recovery since. I am doing the Centr Power and already gains in just the second week. The Centr community are inspiring.",5,41,2022-05-11 02:12:23
I wish I could let the app know how much I can spend on food. I can't afford most of the items on the shopping list. Other then that I like the app,3,4,2021-01-01 15:25:00
Love the already curated programs which allows me to focus on the exercises instead of trying to find what's right.,5,0,2021-06-07 14:24:07
Love the app! Any way to make workouts dl for the day? Some gyms don't have consistent wifi to follow along. Also would be nice to see a list of workouts completed by day somewhere,5,0,2020-12-21 13:25:56
I've been using Centr for years and I couldn't be happier. Delicious meal recipes and great workouts and programs. 100% recommended,5,0,2022-11-18 22:14:31
"The food is delicious, the workouts make you sweat and the meditations are super helpful if Im having trouble sleeping.",5,1,2020-04-22 06:44:18
Really loving this work out. Gets me sweating and there are so many diff work out to choose from. Definately would recommended.,5,1,2020-04-29 22:52:04
I have installed the app but this is not accepting my Rupay Debit card in India. I haven't been able to try the workouts because of this.,1,1,2021-01-01 07:10:08
Can't see anything without giving a credit card. Usually means they hope you'll forget to cancel and make money.,3,2,2020-02-02 03:46:31
"Challenging exercises, wish they gave more tips on form and stance as the exercise is being conducted.",3,1,2023-04-30 20:57:07
"Workouts are excellent. App can be a bit glitchy, but I still love it and feel it's worth 5 👍",5,1,2020-05-12 09:59:46
Awesome app! Programs are achievable and really push you to your limit! I'm loving it so far.,5,1,2020-09-05 14:02:54
Grea5 work out and delicious recipes! I would say I am more advance in my fitness and this has been great for me and would be great for all fitness levels!,5,1,2021-12-13 16:06:20
